,博物馆名称,新闻来源,新闻标题,简介内容,次级新闻网站,新闻发布时间
4042,中国园林博物馆,['光明摄影俱乐部'],北京:中国园林博物馆展“瓷上园林”,"""瓷上园林--从外销瓷看中国园林对欧洲的影响""展览在中国园林博物馆举办,120件(套)该馆藏明清外销瓷珍品亮相。(贺路启摄/光明图片)",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6937118375424295437%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年3月8日
4043,中国园林博物馆,['微园林'],国庆中秋 | 中国园林博物馆系列文化盛宴即将启程,"国庆中秋双节即将来临,在处处洋溢着欢乐祥和气氛的节日里,中国园林博物馆也早早地换上“新装”,在馆内多处以鲜花装点,为祖国母亲的生日祝贺。 立体花...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6880000554202825227%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年10月5日
4044,中国园林博物馆,['微园林'],5·18国际博物馆日|中国园林博物馆与你七载同行 共创精彩,"今天是5月18日“国际博物馆日”,中国园林博物馆向社会开放运行满7个年华。中国园林博物馆于2013年落成开放,是我国唯一一座园林为主题的国家级博物馆...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6828721928333689347%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年5月20日
4045,中国园林博物馆,['微园林'],云园林 | 指尖上的中国园林博物馆 一览园林之美,"园林的四季美好、展厅里您最心爱的那件展品,尽在指尖轻触带给您全时段、超越空间的陪伴。当前疫情防控已进入常态化,中国园林博物馆正在全力为恢复开...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6822902704445063691%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年5月4日
4046,中国园林博物馆,['自在行走的老若'],山水间的住客，中国园林博物馆,"欣赏完片石山房,中国园林博物馆现阶段能开的展室、展园、展览就都转了一遍,真是收获颇丰 在走过每一处景致之时,都会发现融入园中景色的它们 在这精美...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6843569968227811851%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年9月5日
4047,中国园林博物馆,['一个人的漫长旅程'],霜降日里看园林-中国园林博物馆-一馆看尽中华,"先来聊一聊博物馆里的园林,中国园林博物馆里分布着中国南北特色园林的复制建筑,室外部分是中国北方园林,分别为水景园林-塔影别苑、平地园林-半亩轩榭...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6886715789127352846%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年10月23日
4048,中国园林博物馆,['微园林'],精彩早知道 | “孝满京城 德润人心”--2020年中国园林博物馆...,孝亲敬老是中华民族的优秀传统美德 10月25日 中国园林博物馆携手北京日报客户端北京号邀您观看线上直播 “孝满京城 德润人心” 2020年中国园林博物...,https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6887837318284050955%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年10月26日
4049,中国园林博物馆,['微园林'],国庆中秋 | 畅享园林科学 共建理想家园 2020中国园林博物馆科...,"10月3日,“畅享园林科学 共建理想家园”--2020中国园林博物馆科普嘉年华活动正式拉开序幕。我们带你走进园博馆了解科学、体验科学、运用科学,感受园...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6887819245561119240%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年10月26日
4050,中国园林博物馆,['自在行走的老若'],苏州畅园，中国园林博物馆,"在中国园林博物馆中参观了几个主题展后,便来到最精彩的室内展园--苏州畅园 苏州园林闻名世界,而畅园便是苏州小型园林的代表作之一,它位于苏州的庙堂...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6842537093747442184%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年8月22日
4051,中国园林博物馆,['新京报'],园博馆春节期间正常开馆，入馆测体温、暂停互动活动,"新京报快讯(记者 周依)中国园林博物馆1月23日晚发布公告称,该馆春节期间正常开馆,为做好新型冠状病毒防疫工作,将采取入馆体温检测、暂停互动活动等相...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6785149248976454147%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年1月23日
4052,中国园林博物馆,['北京旅游网官方号'],北京旅游网专访中国园林博物馆讲解员庞森尔:岗位排头兵，行业...,"牛雅琪和中国园林博物馆庞森尔等在比赛中脱颖而出,获得优异成绩。他们为何能脱颖而出?即日起,北京旅游网将为您揭晓有关他们的故事! 庞森尔是中国园林...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6755749624054546951%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年11月5日
4053,中国园林博物馆,['北京亲子老郭'],带孩子必去的小众博物馆，看遍江南园林美景，关键还免费!,"今天野鹅给大家推荐一个小众博物馆:中国园林博物馆,位于丰台园博园旁边。不用下江南,在这儿能看遍所有著名的园林,亭台楼阁,溪水院落,处处是景,非常适...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6613498155910562308%2F%3Fchannel%3D%26source%3Dsearch_tab,2018年10月18日
4054,中国园林博物馆,['北京旅游网官方号'],园林春暖画意中，人面桃花相映红--中国园林博物馆“山桃姑娘...,以上照片均摄于中国园林博物馆 一水楼台影 满目山桃花 欢迎来园博馆赏花观景 畅游水榭亭台 探寻花花世界 沉醉在山水园林的春意中 沉醉在山桃姑娘的笑...,https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6669207182950531597%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年3月17日
4055,中国园林博物馆,['北京旅游网官方号'],北京旅游网专访园博馆书记刘耀忠、展陈部部长谷媛:揭开园博馆...,"北京旅游网:中国园林博物馆是世界上唯一一座园林专题并全面展示中国和世界园林的国家级博物馆,但是却是一座年轻的博物馆,2013年5月18日才落成开放,可...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6575260659649348110%2F%3Fchannel%3D%26source%3Dsearch_tab,2018年7月7日
4056,中国园林博物馆,['自在行走的老若'],吉庆有鱼，中国园林博物馆,"在中国园林博物馆大堂的清凉之处,赶上了“吉庆有鱼-中国金鱼与金鱼主题文物展” 本次展览共有30多个品种,400余条中国金鱼公开展示,如鹤顶红、重墨丹...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6841420999003472396%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年8月12日
4057,中国园林博物馆,['玩主老嘿'],园博馆与园博园,"中国园林博物馆是中国第一座以园林为主题的国家级博物馆,位于北京市丰台区鹰山脚下,永定河畔。在它的旁边,就是北京园博园,全称应该是北京园林花卉博...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6742091775491441163%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年9月29日
4058,中国园林博物馆,['微园林'],公告丨劳动节园博馆“不打烊” 国色天香约您过假期,"“五一”国际劳动节假期期间(2018年4月29日-5月1日),中国园林博物馆正常开馆,欢迎您前来参观。 中国园林博物馆 2018年4月28日 五月是生机盎然的季节...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6549471677175038472%2F%3Fchannel%3D%26source%3Dsearch_tab,2018年4月28日
4059,中国园林博物馆,['微园林'],云园林 | 掌上惊艳--中国园林博物馆“云游”玩法再出新招!,"中国园林博物馆正在全力为恢复开放推进筹备。心愿君安好,指日盼相见。 为了更好地满足您的学习需求 园博馆早早就为您准备好了“云游”新“套餐” 这...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6822127677822992907%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年5月2日
4060,中国园林博物馆,['惠品享游'],享旅游 | 探秘京西游玩之中国园林博物馆，观赏休闲好去处,"疫情期间现阶段,室内展馆不暂时不开放,游玩前需登录中国园林博物馆官方微信公众号(中国园林博物馆),分时段实名制预约参观门票,时段分为9:00-11:00为...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6851474145557873155%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年7月20日
4061,中国园林博物馆,['野鹅自驾'],中国第一座园林主题博物馆，面积49950㎡，门票0元少有人去,"中国园林博物馆,位于北京市丰台区鹰山脚下,临近园博园,是中国第一座以园林为主题的国家级博物馆。 大厅正中是超大的“圆明园遗址”沙盘,看过不仅感慨...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6452147523598418445%2F%3Fchannel%3D%26source%3Dsearch_tab,2017年8月9日
4062,中国园林博物馆,['微园林'],活动招募丨中国园林博物馆邀您习瓦当文化 品匠心智慧,"中国园林博物馆藏 云纹瓦当(汉) 巧塑专属瓦当 同学们还将体验柔软的陶泥在手中灵巧变换,在揉捏削磨中感受瓦当的塑形雕琢。伴着悠悠陶韵追溯瓦当文化...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6750928200127218179%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年10月23日
4063,中国园林博物馆,['北京旅游网官方号'],北京市区内竟藏着一片绝美“园林”!像是从画中走出来……,"(图片来源:中国园林博物馆 ID:gardensmuseum) 相比于其它博物馆, 园博馆可以说是别具一格, 它是国内第一座以园林为主题的国家级博物馆, 由于按照1:1...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6560401042473746958%2F%3Fchannel%3D%26source%3Dsearch_tab,2018年5月28日
4064,中国园林博物馆,['北京日报客户端'],来园林博物馆看展，这些一级文物首次进北京,"錾花舍利金棺、佛教造像、定窑瓷器精品、地宫壁画……今天上午,“尘外千年--定州静志寺、净众院塔基地宫文物展”在中国园林博物馆一号临展厅开幕。展...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6624305114855260676%2F%3Fchannel%3D%26source%3Dsearch_tab,2018年11月16日
4065,中国园林博物馆,['微园林'],活动预告丨“多彩园林·艺术生活”全国科普日带您玩转中国园...,"9月16日全国科普日,中国园林博物馆将以“多彩园林·艺术生活”为主题开展科普系列活动,带你共同畅游优美园林,体验传统技艺,探寻植物奥秘,感受园林中...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6465603359402361101%2F%3Fchannel%3D%26source%3Dsearch_tab,2017年9月13日
4066,中国园林博物馆,['微园林'],公告丨元旦期间 中国园林博物馆正常开馆 共赏跨年精品展览,"相约园林,喜迎元旦。中国园林博物馆四项园林文化展览与您共度元旦佳节,从皇家园林建筑图档到地宫文物重现人间,从园林摄影大展到惟妙惟肖的彩塑艺术,...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6640778590038262285%2F%3Fchannel%3D%26source%3Dsearch_tab,2018年12月30日
4067,中国园林博物馆,['微园林'],研学之旅丨相约中国园林博物馆 感受文化园林 共度愉悦周末,"关注中国园林博物馆官方服务号“ 中国园林博物馆 ”,点击菜单“ 活动 ”-“ 活动报名 ”,进入具体活动界面进行报名。 匠心营造之瓷上园林 识园林景观...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6701987319508894212%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年6月13日
4068,中国园林博物馆,['微园林'],六一儿童节|走进中国园林博物馆 庆六一儿童节 探别样园林文化,"中国园林博物馆作为“有生命”的博物馆,不仅有亭台楼阁的诗情画意,更有一年四季的鸟语花香。 在中国园林博物馆,我们不仅能看到雕梁画栋的传统建筑、...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6697526795287134728%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年6月1日
4069,中国园林博物馆,['微园林'],近期展讯丨中国园林博物馆四项精彩专题展览,"为充分展示中国园林博物馆开放运行三周年的发展历程,使观众切身感受中国园林的历史文化和独特魅力,展览精选中国园林博物馆接受捐赠藏品和资料7000余...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6386896443508965634%2F%3Fchannel%3D%26source%3Dsearch_tab,2017年2月14日
4070,中国园林博物馆,['微园林'],活动招募 | 端午将至 中国园林博物馆邀您游科普园林 品传统文化,"报名方法:关注中国园林博物馆官方服务号“中国园林博物馆”,点击菜单“活动”-“活动报名”,进入具体活动界面进行报名。 自然笔记之水生花园 活动内...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6699100346335101451%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年6月6日
4071,中国园林博物馆,['发现新丰台'],「周末去哪儿」走进中国园林博物馆，感受中国园林的历史与传承!,"一走进 中国园林博物馆 大厅,就能看到壮观又不失精致的 圆明园全景巨型立雕, 各种名贵木材与石材 还原圆明园盛景 。无论是 古代园林形成与转折 ,还是...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6486593050792428046%2F%3Fchannel%3D%26source%3Dsearch_tab,2017年11月10日
4072,中国园林博物馆,['微园林'],活动招募丨来园博馆“秘密花园”种一片繁花似锦，品一缕药香满园,"报名方法:关注中国园林博物馆官方服务号“中国园林博物馆”,点击菜单“活动”-“活动报名”,进入具体活动界面进行报名。 02 “春暖造园季--药香满园...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6677897608679129611%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年4月9日
4073,中国园林博物馆,['微园林'],活动招募丨园博馆“秘密花园”今春首开 邀你来享造园乐趣,"报名方法:关注中国园林博物馆官方服务号“中国园林博物馆”,点击菜单“活动”-“活动报名”,进入具体活动界面进行报名。 *园博馆已实行实名制入馆,请...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6539091289156092424%2F%3Fchannel%3D%26source%3Dsearch_tab,2018年3月31日
4074,中国园林博物馆,['微园林'],《世纪之约:盆栽五十年》和《中国石谱》入藏中国园林博物馆,"2018年9月16日,中国园林博物馆举行捐赠仪式,接受国际盆栽大师梁悦美教授捐赠的著作《世纪之约:盆栽五十年》两本和中国观赏石协会捐赠的《中国石谱》...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6602184108674122244%2F%3Fchannel%3D%26source%3Dsearch_tab,2018年9月17日
4075,中国园林博物馆,['大地理馆'],北京皇家园林:竟是古代最大“山寨景观博物馆”，微缩景区鼻祖!,"整个北京城的皇家园林,构成了一座“中国园林博物馆”--“中国园林博物馆”,也是园博园所悬挂的另一块招牌。 ▪丰台园博园各地园林分布图▪ 北京园博...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6620348499709919748%2F%3Fchannel%3D%26source%3Dsearch_tab,2018年11月8日
4076,中国园林博物馆,['史座'],园博馆的闪亮之处:夺不走的室外美景和复古风情,"至此,一趟富有意义的园博馆之旅圆满结束。不仅收获了风景之美,更是了解了中国园林博物馆作为中国最大的一家国家级园林博物馆,在文化呈现和主题展示等...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6729087157618622979%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年8月25日
4077,中国园林博物馆,['微园林'],活动招募 | 中国园林博物馆“爱满京城 相约幸福”非遗体验活...,"园博馆将在8月3、4、7、10、11日这五天,开展“爱满京城 相约幸福”中国园林博物馆七夕传统非遗文化体验活动, 将邀请京味儿非遗传承人现场教学,以七夕...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6719379882368844292%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年7月30日
4078,中国园林博物馆,['微园林'],园博馆展览丨18日，“心怀中国梦 同寄园林情--中国园林博物馆...,"11月18日,为庆祝中国园林博物馆开放运行三周年,由中国园林博物馆和北京林业大学共同主办的“心怀中国梦 同寄园林情--中国园林博物馆系列捐赠品展”于...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6354267244268372225%2F%3Fchannel%3D%26source%3Dsearch_tab,2016年11月18日
4079,中国园林博物馆,['微园林'],学术交流丨中国园林博物馆带您探寻“有料”的园林实验室,"近日,小编跟随中国园林博物馆青年专业技术人员走进了北京市园林科学研究院,怀着对北京这所唯一的市级公益性园林绿化行业研究院满满的好奇心,进行了一...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6265629682197414145%2F%3Fchannel%3D%26source%3Dsearch_tab,2016年3月24日
4080,中国园林博物馆,['喜欢摄影的大燕子'],京城:中国园林博物馆今天恢复开馆，首批开放6处展园区,"北京,中国园林博物馆从5月12日起恢复对外开放,实行网络实名制预约参观。 首批开放范围为,片石山房、余荫山房、塔影别苑、半亩轩榭和染霞山房6处展园...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6825881474500133388%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年5月12日
4081,中国园林博物馆,['发现新丰台'],「FENG娱」中国园林博物馆带你尽览“千尺雪”的绝美意境,"展览地点:中国园林博物馆一号、二号临展厅 仿造蓝本--苏州寒山千尺雪 寒山千尺雪位于苏州城外寒山岭,地处天平山西北、支硎山南,此处涧水萦回,山径盘...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6568981783700832772%2F%3Fchannel%3D%26source%3Dsearch_tab,2018年6月20日
4082,中国园林博物馆,['发现新丰台'],赏多彩园林，悟传统文化的深厚底蕴,"中国园林博物馆是中国第一座以园林为主题的国家级博物馆,位于北京市丰台区鹰山脚下,永定河畔。园博馆作为公益性永久文化机构,是收藏园林历史文物、弘...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6778644659947176456%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年1月6日
4083,中国园林博物馆,['微园林'],行业资讯 |《中国公园学》新书在中国园林博物馆发布,"中国园林博物馆副馆长 黄亦 工,《中国公园学》作者、原北京市天坛公园书记、园长景长顺,中国建筑工业出版社主任郑淮兵,北京梅花专家、中国花卉协会梅...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6671569906456068620%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年3月23日
4084,中国园林博物馆,['微园林'],学术活动丨中国园林博物馆成功举办中国盆景艺术论坛,"依托本次展览,为更好地传播中国传统盆景文化,2018年9月20日,中国园林博物馆与中国风景园林共同举办了“ 中国盆景艺术论坛 ”,就“国内外盆景发展的概...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6605495729345528327%2F%3Fchannel%3D%26source%3Dsearch_tab,2018年9月26日
4085,中国园林博物馆,['左卫老王'],天气不好，可以去中国园林博物馆游览，不远，还免费,"中国园林博物馆是我国第一座以园林为主题的国家级博物馆,位于北京市丰台区永定河畔,图为博物馆的正门。 中国园林博物馆,2010年开始筹建,2013年5月开...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6470810623784518157%2F%3Fchannel%3D%26source%3Dsearch_tab,2017年9月30日
4086,中国园林博物馆,['发现新丰台'],避暑园林之间，看展览更清凉!在中国园林博物馆玩乐间发现更大...,"由中国园林博物馆主办,北京工美集团有限责任公司、北京工艺艺嘉贸易有限责任公司、北京市颐和园管理处协办的 “御苑瑰宝 匠心永传 -园林文化与燕京八...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6722962729071559172%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年8月9日
4087,中国园林博物馆,['微园林'],近日，中国园林博物馆馆长李炜民一行看望著名园林专家程绪珂...,"早在园博馆筹建时,程教授即多次亲临指导,见证了中国园林博物馆的建设历程。位于馆内二层中国近现代园林厅的“教育科技 发展创新”展区,长期播放程教...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6337165362769543425%2F%3Fchannel%3D%26source%3Dsearch_tab,2016年10月3日
4088,中国园林博物馆,['微园林'],园博馆展览丨“第五届中国园林摄影大展”在中国园林博物馆开展,"2018年12月20日,“ 第五届中国园林摄影大展 ”在中国园林博物馆三号临展厅正式拉开帷幕,本届展览以 “中国园林 理想家园” 为主题,从海量投稿作品中...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6637077721664979459%2F%3Fchannel%3D%26source%3Dsearch_tab,2018年12月20日
4089,中国园林博物馆,['旅行看风景'],北京这个景点，门票免费，停车免费，还有免费的4D电影可以看,"丰台区鹰山脚下,园博园的中部,有一座以园林为主题的国家级博物馆,名为中国园林博物馆。2013年5月,这里正式对外开放。大部分人印象中的博物馆都是室内...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6738282432358777347%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年9月20日
4090,中国园林博物馆,['微园林'],园博馆展览丨“园林与昆曲”展览在中国园林博物馆开展,"2018年9月20日,由中国园林博物馆与中国昆曲博物馆共同主办的 “园林与昆曲”展览 在中国园林博物馆三号临展厅开幕,展览为期2个月。敬请您在优美的园...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6603321679227650567%2F%3Fchannel%3D%26source%3Dsearch_tab,2018年9月20日
4091,中国园林博物馆,['凤麒儿游记'],[凤麒儿]中国园林博物馆,"中国园林博物馆,是由北京公园管理中心筹建的,据说也是现阶段世界上唯一一座园林专题的国家级博物馆。 我们历时3个小时,按照的是园博馆推荐的一日参观...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6288175238313558273%2F%3Fchannel%3D%26source%3Dsearch_tab,2016年5月24日
4092,中国园林博物馆,['金算珠'],园内精彩纷呈，随处都是风景，中国园林博物馆一瞥,"今天,参加中国园林博物馆的志愿者面试,面试完毕,临近中午,下午有事,在一楼馆内匆匆一瞥,随手拍出几张馆内的绿植和鲜花,园内精彩纷呈,随处都是风景。...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6497921905062838797%2F%3Fchannel%3D%26source%3Dsearch_tab,2017年12月10日
4093,中国园林博物馆,['羊城派'],120件明清外销瓷珍品展出羊城，它们曾影响欧洲园林,"本次展览由南越王宫博物馆、中国园林博物馆主办,是中国园林博物馆“瓷上园林”文物展国内外巡展的其中一站。 本次展览精选中国园林博物馆馆藏120件明...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6540413525678883332%2F%3Fchannel%3D%26source%3Dsearch_tab,2018年4月4日
4094,中国园林博物馆,['最爱大北京'],免费!冬日温暖好景点!特别适合带孩子游玩!人少景美,"(图源:中国园林博物馆官网) 此次展览分为“梅菊情缘 以花铭志”、“勤育百花 守正出新”与“香溢四海 大家风范”三个部分,展出陈俊愉院士的手稿、笔...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6767523689245180428%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年12月7日
4095,中国园林博物馆,['韦郎'],每个中国人都有一个北京梦，到北京有多少人去过中国园林博物馆,"中国园林博物馆是中国第一座以园林为主题的国家级博物馆,位于北京市丰台区鹰山脚下,永定河畔。从北京交通大学乘坐旅游大巴,要走进一个小时。中国园林...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6707781696449675784%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年6月29日
4096,中国园林博物馆,['洛克笑笑'],走进园林博物馆，近赏中国特色园林,"中国园林博物馆,一个颇具特色的博物馆。当然也可以把它当成浓缩中国各地景致的景观公园 步入博物馆,湛蓝的天是我们先在户外欣赏别致的园林景致 映入...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6835887639850123789%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年6月8日
4097,中国园林博物馆,['二三里资讯北京'],中国园林博物馆“展厅恢复开放”,"据北青-北京头条记者了解,根据北京市疫情防控工作要求,中国园林博物馆的室内展厅于6月17日暂停开放。今天恢复开放的6个展厅包括:中国古代园林厅、中...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6851765438184391182%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年7月21日
4098,中国园林博物馆,['玩遍北京'],清明遛娃好去处--玩遍北京带你走进中国园林博物馆,"园林博物馆室外,近观园博塔 1、地理位置,位于北京丰台,园博大道往射击场路的拐弯处。最直观地说,一直沿着园博大道往园博塔走,路边即到。公交327、38...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6675240447436128771%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年4月2日
4099,中国园林博物馆,['北平小瓦窑'],中国园林博物馆(北京),"中国园林博物馆(北京) 莲石路向西,北宫路出口,始终左转,绕着园博园走 定位导航 到了 免费大停车场,大概有60个车位,最好不要停在马路边,我11.19日去的...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6354848890713456897%2F%3Fchannel%3D%26source%3Dsearch_tab,2016年11月20日
4100,焦庄户地道战遗址纪念馆,['中国日报网'],中国旅游日 10条红色旅游线路带您重温革命史,焦庄户地道战红色之旅(河北民俗园-柳庄户村-焦庄户地道战遗址纪念馆)。 原标题:5月19日是中国旅游日 本市将推36场主题活动 10条红色旅游线路带您重温...,https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6963065614109770270%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年05月17日
4101,焦庄户地道战遗址纪念馆,['千禧龙VLOG'],国际博物馆日，收集整理了北京地区166家博物馆展览馆，建议收藏,焦庄户地道战遗址纪念馆 北京市顺义区龙湾屯镇焦庄户村010-60461906 北京市白塔寺 北京市西城区阜内大街171号010-66166099 赛克勒考古与艺术博物馆 ...,https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6961681592242782752%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年46分钟前
4102,焦庄户地道战遗址纪念馆,['北京市东城区总工会'],追溯红色记忆 传承革命精神 --区总工会机关党委开展党史学习教育主题党日活动,"焦庄户地道战遗址纪念馆位于燕山余脉歪坨山下,由展馆参观区和地道参观区两部分组成。大家认真观看了纪念馆展区陈列的抗战时期历史图片、文字说明、珍...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6963182709703279143%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年05月18日
4103,焦庄户地道战遗址纪念馆,['环球网'],“中国旅游日”即将启动 北京推出多项旅游便民惠民举措,"焦庄户地道战红色之旅(河北民俗园-柳庄户村-焦庄户地道战遗址纪念馆),营造庆祝建党一百周年浓厚氛围。三是推出36条惠民举措,主要包括:部分景区面向市...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6963205126823772708%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年05月18日
4104,焦庄户地道战遗址纪念馆,['新京报'],“中国旅游日”北京将推多项优惠，部分景区对抗疫人员免费开放,"焦庄户地道战红色之旅(河北民俗园-柳庄户村-焦庄户地道战遗址纪念馆)。 同时,北京市还将推出多条惠民举措,主要包括部分景区面向市民降价或免费。例如...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6962794909497557540%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年05月16日
